	color	date	model	promo-price	size	standard-price
654	желтый	20180130	SJ120	199	M	199
655	белый	20180130	SJ120	199	L	199
656	серый	20180130	SJ120	199	L	199
657	зеленый	20180130	SJ120	199	L	199
658	розовый	20180130	SJ120	199	L	199
659	черный	20180130	SJ120	199	L	199
660	розовый	20180130	SJ120	199	L	199
661	розовый	20180130	SJ120	199	L	199
662	серый	20180130	SJ120	199	L	199
663	оранжевый	20180130	SJ120	199	L	199
664	зеленый	20180130	SJ120	199	L	199
665	голубой	20180130	SJ120	199	L	199
666	желтый	20180130	SJ120	199	L	199
667	белый	20180130	SJ120	199	XL	199
668	серый	20180130	SJ120	199	XL	199
669	зеленый	20180130	SJ120	199	XL	199
670	розовый	20180130	SJ120	199	XL	199
671	черный	20180130	SJ120	199	XL	199
672	розовый	20180130	SJ120	199	XL	199
673	розовый	20180130	SJ120	199	XL	199
674	серый	20180130	SJ120	199	XL	199
675	оранжевый	20180130	SJ120	199	XL	199
676	зеленый	20180130	SJ120	199	XL	199
677	голубой	20180130	SJ120	199	XL	199
678	желтый	20180130	SJ120	199	XL	199
679	белый	20180130	SJ120	199	XXL	199
680	серый	20180130	SJ120	199	XXL	199
681	зеленый	20180130	SJ120	199	XXL	199
682	розовый	20180130	SJ120	199	XXL	199
683	черный	20180130	SJ120	199	XXL	199
684	розовый	20180130	SJ120	199	XXL	199
685	розовый	20180130	SJ120	199	XXL	199
686	серый	20180130	SJ120	199	XXL	199
687	оранжевый	20180130	SJ120	199	XXL	199
688	зеленый	20180130	SJ120	199	XXL	199
689	голубой	20180130	SJ120	199	XXL	199
690	желтый	20180130	SJ120	199	XXL	199
691	белый	20171227	SJ120	199	XS	199
692	серый	20171227	SJ120	199	XS	199
693	зеленый	20171227	SJ120	199	XS	199
694	розовый	20171227	SJ120	199	XS	199
695	черный	20171227	SJ120	199	XS	199
696	розовый	20171227	SJ120	199	XS	199
697	розовый	20171227	SJ120	199	XS	199
698	серый	20171227	SJ120	199	XS	199
699	оранжевый	20171227	SJ120	199	XS	199
700	зеленый	20171227	SJ120	199	XS	199
701	голубой	20171227	SJ120	199	XS	199
702	желтый	20171227	SJ120	199	XS	199
703	белый	20171227	SJ120	199	S	199
704	серый	20171227	SJ120	199	S	199
705	зеленый	20171227	SJ120	199	S	199
706	розовый	20171227	SJ120	199	S	199
707	черный	20171227	SJ120	199	S	199
708	розовый	20171227	SJ120	199	S	199
709	розовый	20171227	SJ120	199	S	199
710	серый	20171227	SJ120	199	S	199
711	оранжевый	20171227	SJ120	199	S	199
712	зеленый	20171227	SJ120	199	S	199
713	голубой	20171227	SJ120	199	S	199
714	желтый	20171227	SJ120	199	S	199
715	белый	20171227	SJ120	199	M	199
716	серый	20171227	SJ120	199	M	199
717	зеленый	20171227	SJ120	199	M	199
718	розовый	20171227	SJ120	199	M	199
719	черный	20171227	SJ120	199	M	199
720	розовый	20171227	SJ120	199	M	199
721	розовый	20171227	SJ120	199	M	199
722	серый	20171227	SJ120	199	M	199
723	оранжевый	20171227	SJ120	199	M	199
724	зеленый	20171227	SJ120	199	M	199
725	голубой	20171227	SJ120	199	M	199
726	желтый	20171227	SJ120	199	M	199
727	белый	20171227	SJ120	199	L	199
728	серый	20171227	SJ120	199	L	199
729	зеленый	20171227	SJ120	199	L	199
730	розовый	20171227	SJ120	199	L	199
731	черный	20171227	SJ120	199	L	199
732	розовый	20171227	SJ120	199	L	199
733	розовый	20171227	SJ120	199	L	199
734	серый	20171227	SJ120	199	L	199
735	оранжевый	20171227	SJ120	199	L	199
736	зеленый	20171227	SJ120	199	L	199
737	голубой	20171227	SJ120	199	L	199
738	желтый	20171227	SJ120	199	L	199
739	белый	20171227	SJ120	199	XL	199
740	серый	20171227	SJ120	199	XL	199
741	зеленый	20171227	SJ120	199	XL	199
742	розовый	20171227	SJ120	199	XL	199
743	черный	20171227	SJ120	199	XL	199
744	розовый	20171227	SJ120	199	XL	199
745	розовый	20171227	SJ120	199	XL	199
746	серый	20171227	SJ120	199	XL	199
747	оранжевый	20171227	SJ120	199	XL	199
748	зеленый	20171227	SJ120	199	XL	199
749	голубой	20171227	SJ120	199	XL	199
750	желтый	20171227	SJ120	199	XL	199
751	белый	20171227	SJ120	199	XXL	199
752	серый	20171227	SJ120	199	XXL	199
753	зеленый	20171227	SJ120	199	XXL	199
754	розовый	20171227	SJ120	199	XXL	199
755	черный	20171227	SJ120	199	XXL	199
756	розовый	20171227	SJ120	199	XXL	199
757	розовый	20171227	SJ120	199	XXL	199
758	серый	20171227	SJ120	199	XXL	199
759	оранжевый	20171227	SJ120	199	XXL	199
760	зеленый	20171227	SJ120	199	XXL	199
761	голубой	20171227	SJ120	199	XXL	199
762	желтый	20171227	SJ120	199	XXL	199
763	красный	20180409	TA893	399	XS	399
764	черный	20180409	TA893	399	XS	399
765	другое	20180409	TA893	399	XS	399
766	красный	20180409	TA893	399	S	399
767	черный	20180409	TA893	399	S	399
768	другое	20180409	TA893	399	S	399
769	красный	20180409	TA893	399	M	399
770	черный	20180409	TA893	399	M	399
771	другое	20180409	TA893	399	M	399
772	красный	20180409	TA893	399	L	399
773	черный	20180409	TA893	399	L	399
774	другое	20180409	TA893	399	L	399
775	красный	20180409	TA893	399	XL	399
776	черный	20180409	TA893	399	XL	399
777	другое	20180409	TA893	399	XL	399
778	черный	20180403	TA855	399	XS	449
779	слоновая кость	20180403	TA855	399	XS	449
780	черный	20180403	TA855	399	S	449
781	слоновая кость	20180403	TA855	399	S	449
782	черный	20180403	TA855	399	M	449
783	слоновая кость	20180403	TA855	399	M	449
784	черный	20180403	TA855	399	L	449
785	слоновая кость	20180403	TA855	399	L	449
786	черный	20180403	TA855	399	XL	449
787	слоновая кость	20180403	TA855	399	XL	449
788	красный	20171227	SJ125	199	XS	199
789	серый	20171227	SJ125	199	XS	199
790	белый	20171227	SJ125	199	XS	199
791	черный	20171227	SJ125	199	XS	199
792	серый	20171227	SJ125	199	XS	199
793	голубой	20171227	SJ125	199	XS	199
794	оранжевый	20171227	SJ125	199	XS	199
795	желтый	20171227	SJ125	199	XS	199
796	розовый	20171227	SJ125	199	XS	199
797	голубой	20171227	SJ125	199	XS	199
798	розовый	20171227	SJ125	199	XS	199
799	красный	20171227	SJ125	199	S	199
800	серый	20171227	SJ125	199	S	199
801	белый	20171227	SJ125	199	S	199
802	черный	20171227	SJ125	199	S	199
803	серый	20171227	SJ125	199	S	199
804	голубой	20171227	SJ125	199	S	199
805	оранжевый	20171227	SJ125	199	S	199
806	желтый	20171227	SJ125	199	S	199
807	розовый	20171227	SJ125	199	S	199
808	голубой	20171227	SJ125	199	S	199
809	розовый	20171227	SJ125	199	S	199
810	красный	20171227	SJ125	199	M	199
811	серый	20171227	SJ125	199	M	199
812	белый	20171227	SJ125	199	M	199
813	черный	20171227	SJ125	199	M	199
814	серый	20171227	SJ125	199	M	199
815	голубой	20171227	SJ125	199	M	199
816	оранжевый	20171227	SJ125	199	M	199
817	желтый	20171227	SJ125	199	M	199
818	розовый	20171227	SJ125	199	M	199
819	голубой	20171227	SJ125	199	M	199
820	розовый	20171227	SJ125	199	M	199
821	красный	20171227	SJ125	199	L	199
822	серый	20171227	SJ125	199	L	199
823	белый	20171227	SJ125	199	L	199
824	черный	20171227	SJ125	199	L	199
825	серый	20171227	SJ125	199	L	199
826	голубой	20171227	SJ125	199	L	199
827	оранжевый	20171227	SJ125	199	L	199
828	желтый	20171227	SJ125	199	L	199
829	розовый	20171227	SJ125	199	L	199
830	голубой	20171227	SJ125	199	L	199
831	розовый	20171227	SJ125	199	L	199
832	красный	20171227	SJ125	199	XL	199
833	серый	20171227	SJ125	199	XL	199
834	белый	20171227	SJ125	199	XL	199
835	черный	20171227	SJ125	199	XL	199
836	серый	20171227	SJ125	199	XL	199
837	голубой	20171227	SJ125	199	XL	199
838	оранжевый	20171227	SJ125	199	XL	199
839	желтый	20171227	SJ125	199	XL	199
840	розовый	20171227	SJ125	199	XL	199
841	голубой	20171227	SJ125	199	XL	199
842	розовый	20171227	SJ125	199	XL	199
843	красный	20171227	SJ125	199	XXL	199
844	серый	20171227	SJ125	199	XXL	199
845	белый	20171227	SJ125	199	XXL	199
846	черный	20171227	SJ125	199	XXL	199
847	серый	20171227	SJ125	199	XXL	199
848	голубой	20171227	SJ125	199	XXL	199
849	оранжевый	20171227	SJ125	199	XXL	199
850	желтый	20171227	SJ125	199	XXL	199
851	розовый	20171227	SJ125	199	XXL	199
852	голубой	20171227	SJ125	199	XXL	199
853	розовый	20171227	SJ125	199	XXL	199
854	черный	20180109	SM387	399	XS	449
855	белый	20180109	SM387	399	XS	449
856	черный	20180109	SM387	399	S	449
857	белый	20180109	SM387	399	S	449
858	черный	20180109	SM387	399	M	449
859	белый	20180109	SM387	399	M	449
860	черный	20180109	SM387	399	L	449
861	белый	20180109	SM387	399	L	449
862	черный	20180109	SM387	399	XL	449
863	белый	20180109	SM387	399	XL	449
864	белый	20180319	SJ152	399	XS	399
865	голубой	20180319	SJ152	399	XS	399
866	розовый	20180319	SJ152	399	XS	399
867	белый	20180319	SJ152	399	S	399
868	голубой	20180319	SJ152	399	S	399
869	розовый	20180319	SJ152	399	S	399
870	белый	20180319	SJ152	399	M	399
871	голубой	20180319	SJ152	399	M	399
872	розовый	20180319	SJ152	399	M	399
873	белый	20180319	SJ152	399	L	399
874	голубой	20180319	SJ152	399	L	399
875	розовый	20180319	SJ152	399	L	399
876	белый	20180319	SJ152	399	XL	399
877	голубой	20180319	SJ152	399	XL	399
878	розовый	20180319	SJ152	399	XL	399
879	серый	20180104	SL766	249	XS	299
880	белый	20180104	SL766	399	XS	399
881	серый	20180104	SL766	249	S	299
882	белый	20180104	SL766	399	S	399
883	серый	20180104	SL766	249	M	299
884	белый	20180104	SL766	399	M	399
885	серый	20180104	SL766	249	L	299
886	белый	20180104	SL766	399	L	399
887	серый	20180104	SL766	249	XL	299
888	белый	20180104	SL766	399	XL	399
889	черный	20180205	ST611	299	XS	399
890	розовый	20180205	ST611	299	XS	399
891	черный	20180205	ST611	299	S	399
892	розовый	20180205	ST611	299	S	399
893	черный	20180205	ST611	299	M	399
894	розовый	20180205	ST611	299	M	399
895	черный	20180205	ST611	299	L	399
896	розовый	20180205	ST611	299	L	399
897	черный	20180205	ST611	299	XL	399
898	розовый	20180205	ST611	299	XL	399
899	белый	20171210	SM593	199	XS	199
900	черный	20171210	SM593	199	XS	199
901	розовый	20171210	SM593	199	XS	199
902	серый	20171210	SM593	199	XS	199
903	белый	20171210	SM593	199	S	199
904	черный	20171210	SM593	199	S	199
905	розовый	20171210	SM593	199	S	199
906	серый	20171210	SM593	199	S	199
907	белый	20171210	SM593	199	M	199
908	черный	20171210	SM593	199	M	199
909	розовый	20171210	SM593	199	M	199
910	серый	20171210	SM593	199	M	199
911	белый	20171210	SM593	199	L	199
912	черный	20171210	SM593	199	L	199
913	розовый	20171210	SM593	199	L	199
914	серый	20171210	SM593	199	L	199
915	белый	20171210	SM593	199	XL	199
916	черный	20171210	SM593	199	XL	199
917	розовый	20171210	SM593	199	XL	199
918	серый	20171210	SM593	199	XL	199
919	белый	20180309	ST624	499	XS	499
920	розовый	20180309	ST624	449	XS	499
921	белый	20180309	ST624	499	S	499
922	розовый	20180309	ST624	449	S	499
923	белый	20180309	ST624	499	M	499
924	розовый	20180309	ST624	449	M	499
925	белый	20180309	ST624	499	L	499
926	розовый	20180309	ST624	449	L	499
927	белый	20180309	ST624	499	XL	499
928	розовый	20180309	ST624	449	XL	499
929	серый	20180127	QR663	449	XS	449
930	серый	20180127	QR663	449	S	449
931	серый	20180127	QR663	449	M	449
932	серый	20180127	QR663	449	L	449
933	серый	20180127	QR663	449	XL	449
934	белый	20180409	TA566	499	XS	699
935	белый	20180409	TA566	499	S	699
936	белый	20180409	TA566	499	M	699
937	белый	20180409	TA566	499	L	699
938	белый	20180409	TA566	499	XL	699
939	красный	20180212	SJ125	199	XS	199
940	серый	20180212	SJ125	199	XS	199
941	белый	20180212	SJ125	199	XS	199
942	черный	20180212	SJ125	199	XS	199
943	серый	20180212	SJ125	199	XS	199
944	голубой	20180212	SJ125	199	XS	199
945	оранжевый	20180212	SJ125	199	XS	199
946	желтый	20180212	SJ125	199	XS	199
947	розовый	20180212	SJ125	199	XS	199
948	голубой	20180212	SJ125	199	XS	199
949	розовый	20180212	SJ125	199	XS	199
950	красный	20180212	SJ125	199	S	199
951	серый	20180212	SJ125	199	S	199
952	белый	20180212	SJ125	199	S	199
953	черный	20180212	SJ125	199	S	199
954	серый	20180212	SJ125	199	S	199
955	голубой	20180212	SJ125	199	S	199
956	оранжевый	20180212	SJ125	199	S	199
957	желтый	20180212	SJ125	199	S	199
958	розовый	20180212	SJ125	199	S	199
959	голубой	20180212	SJ125	199	S	199
960	розовый	20180212	SJ125	199	S	199
961	красный	20180212	SJ125	199	M	199
962	серый	20180212	SJ125	199	M	199
963	белый	20180212	SJ125	199	M	199
964	черный	20180212	SJ125	199	M	199
965	серый	20180212	SJ125	199	M	199
966	голубой	20180212	SJ125	199	M	199
967	оранжевый	20180212	SJ125	199	M	199
968	желтый	20180212	SJ125	199	M	199
969	розовый	20180212	SJ125	199	M	199
970	голубой	20180212	SJ125	199	M	199
971	розовый	20180212	SJ125	199	M	199
972	красный	20180212	SJ125	199	L	199
973	серый	20180212	SJ125	199	L	199
974	белый	20180212	SJ125	199	L	199
975	черный	20180212	SJ125	199	L	199
976	серый	20180212	SJ125	199	L	199
977	голубой	20180212	SJ125	199	L	199
978	оранжевый	20180212	SJ125	199	L	199
979	желтый	20180212	SJ125	199	L	199
980	розовый	20180212	SJ125	199	L	199
981	голубой	20180212	SJ125	199	L	199
982	розовый	20180212	SJ125	199	L	199
983	красный	20180212	SJ125	199	XL	199
984	серый	20180212	SJ125	199	XL	199
985	белый	20180212	SJ125	199	XL	199
986	черный	20180212	SJ125	199	XL	199
987	серый	20180212	SJ125	199	XL	199
988	голубой	20180212	SJ125	199	XL	199
989	оранжевый	20180212	SJ125	199	XL	199
990	желтый	20180212	SJ125	199	XL	199
991	розовый	20180212	SJ125	199	XL	199
992	голубой	20180212	SJ125	199	XL	199
993	розовый	20180212	SJ125	199	XL	199
994	красный	20180212	SJ125	199	XXL	199
995	серый	20180212	SJ125	199	XXL	199
996	белый	20180212	SJ125	199	XXL	199
997	черный	20180212	SJ125	199	XXL	199
998	серый	20180212	SJ125	199	XXL	199
999	голубой	20180212	SJ125	199	XXL	199
1000	оранжевый	20180212	SJ125	199	XXL	199
1001	желтый	20180212	SJ125	199	XXL	199
1002	розовый	20180212	SJ125	199	XXL	199
1003	голубой	20180212	SJ125	199	XXL	199
1004	розовый	20180212	SJ125	199	XXL	199
1005	белый	20180319	SJ152	399	XS	399
1006	голубой	20180319	SJ152	399	XS	399
1007	розовый	20180319	SJ152	399	XS	399
1008	белый	20180319	SJ152	399	S	399
1009	голубой	20180319	SJ152	399	S	399
1010	розовый	20180319	SJ152	399	S	399
1011	белый	20180319	SJ152	399	M	399
1012	голубой	20180319	SJ152	399	M	399
1013	розовый	20180319	SJ152	399	M	399
1014	белый	20180319	SJ152	399	L	399
1015	голубой	20180319	SJ152	399	L	399
1016	розовый	20180319	SJ152	399	L	399
1017	белый	20180319	SJ152	399	XL	399
1018	голубой	20180319	SJ152	399	XL	399
1019	розовый	20180319	SJ152	399	XL	399
1020	белый	20180203	SW212	249	XS	299
1021	черный	20180203	SW212	249	XS	299
1022	зеленый	20180203	SW212	249	XS	299
1023	белый	20180203	SW212	249	S	299
1024	черный	20180203	SW212	249	S	299
1025	зеленый	20180203	SW212	249	S	299
1026	белый	20180203	SW212	249	M	299
1027	черный	20180203	SW212	249	M	299
1028	зеленый	20180203	SW212	249	M	299
1029	белый	20180203	SW212	249	L	299
1030	черный	20180203	SW212	249	L	299
1031	зеленый	20180203	SW212	249	L	299
